,START_DATE,END_DATE,CATEGORY,START,STOP,MILES,PURPOSE,DURATION
843,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Emeryville,Oakland,13.2,Missing_val,0 days 00:19:19.571428571
844,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Morrisville,Cary,8.7,Missing_val,0 days 00:19:19.571428571
845,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Cary,Raleigh,17.2,Missing_val,0 days 00:19:19.571428571
846,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Raleigh,Cary,14.0,Missing_val,0 days 00:19:19.571428571
847,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Cary,Raleigh,28.1,Missing_val,0 days 00:19:19.571428571
848,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Raleigh,Cary,28.2,Missing_val,0 days 00:19:19.571428571
849,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Cary,Morrisville,3.1,Meal/Entertain,0 days 00:19:19.571428571
850,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Morrisville,Cary,3.1,Customer Visit,0 days 00:19:19.571428571
851,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Cary,Durham,16.4,Missing_val,0 days 00:19:19.571428571
852,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Durham,Morrisville,15.4,Missing_val,0 days 00:19:19.571428571
853,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Morrisville,Cary,2.2,Missing_val,0 days 00:19:19.571428571
854,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Cary,Apex,11.2,Missing_val,0 days 00:19:19.571428571
855,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Apex,Eagle Rock,2.2,Missing_val,0 days 00:19:19.571428571
856,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Eagle Rock,Cary,3.6,Missing_val,0 days 00:19:19.571428571
857,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Whitebridge,Savon Height,3.6,Meal/Entertain,0 days 00:19:19.571428571
858,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Savon Height,Parkway,4.9,Missing_val,0 days 00:19:19.571428571
859,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Parkway,Whitebridge,8.7,Errand/Supplies,0 days 00:19:19.571428571
860,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Whitebridge,Parkway,2.1,Meeting,0 days 00:19:19.571428571
861,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Parkway,Whitebridge,2.1,Missing_val,0 days 00:19:19.571428571
862,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Cary,Morrisville,8.4,Meeting,0 days 00:19:19.571428571
863,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Morrisville,Morrisville,5.9,Missing_val,0 days 00:19:19.571428571
864,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Huntington Woods,Huntington Woods,12.1,Missing_val,0 days 00:19:19.571428571
865,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Huntington Woods,Weston,3.9,Missing_val,0 days 00:19:19.571428571
866,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Morrisville,Cary,6.2,Missing_val,0 days 00:19:19.571428571
867,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Cary,Durham,10.4,Meeting,0 days 00:19:19.571428571
868,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Durham,Cary,9.9,Meeting,0 days 00:19:19.571428571
869,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Cary,Winston Salem,107.0,Meeting,0 days 00:19:19.571428571
870,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Winston Salem,Asheville,133.6,Meeting,0 days 00:19:19.571428571
871,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Asheville,Topton,91.8,Meeting,0 days 00:19:19.571428571
872,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Topton,Hayesville,40.7,Meeting,0 days 00:19:19.571428571
873,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Hayesville,Topton,75.7,Missing_val,0 days 00:19:19.571428571
874,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Topton,Bryson City,29.8,Missing_val,0 days 00:19:19.571428571
875,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Bryson City,Bryson City,16.3,Missing_val,0 days 00:19:19.571428571
876,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Bryson City,Bryson City,6.5,Missing_val,0 days 00:19:19.571428571
877,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Bryson City,Bryson City,6.3,Missing_val,0 days 00:19:19.571428571
878,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Bryson City,Almond,6.6,Missing_val,0 days 00:19:19.571428571
879,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Almond,Bryson City,15.2,Missing_val,0 days 00:19:19.571428571
880,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Bryson City,Asheville,68.4,Missing_val,0 days 00:19:19.571428571
881,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Asheville,Mebane,195.9,Missing_val,0 days 00:19:19.571428571
882,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Mebane,Cary,45.2,Missing_val,0 days 00:19:19.571428571
883,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Cary,Morrisville,3.2,Missing_val,0 days 00:19:19.571428571
884,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Morrisville,Raleigh,10.3,Missing_val,0 days 00:19:19.571428571
885,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Raleigh,Cary,13.1,Missing_val,0 days 00:19:19.571428571
886,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Savon Height,Whitebridge,9.6,Errand/Supplies,0 days 00:19:19.571428571
887,2016-11-01 11:50:00,2016-11-01 12:27:00,Business,Cary,Durham,16.5,Missing_val,0 days 00:37:00
888,2016-11-01 16:29:00,2016-11-01 17:02:00,Business,Durham,Cary,12.8,Missing_val,0 days 00:33:00
889,2016-11-01 17:35:00,2016-11-01 17:42:00,Business,Whitebridge,Whitebridge,1.2,Missing_val,0 days 00:07:00
890,2016-11-01 19:14:00,2016-11-01 19:20:00,Business,Whitebridge,Whitebridge,1.0,Missing_val,0 days 00:06:00
891,2016-11-01 19:59:00,2016-11-01 20:12:00,Business,Whitebridge,Whitebridge,4.1,Missing_val,0 days 00:13:00
892,2016-11-01 20:41:00,2016-11-01 20:55:00,Business,Whitebridge,Whitebridge,4.2,Meal/Entertain,0 days 00:14:00
893,2016-11-02 15:10:00,2016-11-02 15:18:00,Business,Whitebridge,Westpark Place,1.4,Missing_val,0 days 00:08:00
894,2016-11-02 15:45:00,2016-11-02 15:52:00,Business,Westpark Place,Whitebridge,1.8,Missing_val,0 days 00:07:00
895,2016-11-02 16:46:00,2016-11-02 17:11:00,Business,Cary,Morrisville,8.5,Meeting,0 days 00:25:00
896,2016-11-02 17:34:00,2016-11-02 17:49:00,Business,Morrisville,Morrisville,5.0,Missing_val,0 days 00:15:00
897,2016-11-02 17:53:00,2016-11-02 18:00:00,Business,Morrisville,Cary,3.8,Missing_val,0 days 00:07:00
898,2016-11-03 11:28:00,2016-11-03 11:34:00,Business,Whitebridge,Hazelwood,2.5,Missing_val,0 days 00:06:00
899,2016-11-03 12:43:00,2016-11-03 12:49:00,Business,Hazelwood,Whitebridge,2.4,Missing_val,0 days 00:06:00
900,2016-11-03 13:42:00,2016-11-03 13:47:00,Business,Whitebridge,Westpark Place,1.4,Missing_val,0 days 00:05:00
901,2016-11-03 14:13:00,2016-11-03 14:26:00,Business,Westpark Place,Whitebridge,1.8,Missing_val,0 days 00:13:00
902,2016-11-03 18:51:00,2016-11-03 19:08:00,Business,Cary,Morrisville,3.1,Meal/Entertain,0 days 00:17:00
903,2016-11-03 22:46:00,2016-11-03 22:58:00,Business,Morrisville,Cary,3.1,Customer Visit,0 days 00:12:00
904,2016-11-04 10:02:00,2016-11-04 10:18:00,Business,Cary,Morrisville,7.9,Temporary Site,0 days 00:16:00
905,2016-11-04 18:14:00,2016-11-04 18:21:00,Business,San Jose,Santa Clara,3.8,Missing_val,0 days 00:07:00
906,2016-11-04 21:04:00,2016-11-04 21:20:00,Business,Agnew,Cory,4.3,Missing_val,0 days 00:16:00
907,2016-11-04 22:12:00,2016-11-04 22:25:00,Business,Cory,Agnew,3.9,Missing_val,0 days 00:13:00
908,2016-11-05 08:34:00,2016-11-05 08:43:00,Business,Agnew,Renaissance,2.2,Missing_val,0 days 00:09:00
909,2016-11-05 17:29:00,2016-11-05 17:40:00,Business,Renaissance,Agnew,2.8,Missing_val,0 days 00:11:00
910,2016-11-05 19:20:00,2016-11-05 19:28:00,Business,Agnew,Agnew,2.2,Missing_val,0 days 00:08:00
911,2016-11-06 10:50:00,2016-11-06 11:04:00,Business,Agnew,Renaissance,2.4,Missing_val,0 days 00:14:00
912,2016-11-06 16:05:00,2016-11-06 16:22:00,Business,Renaissance,Agnew,2.8,Meeting,0 days 00:17:00
913,2016-11-06 16:27:00,2016-11-06 17:28:00,Business,Santa Clara,Berkeley,43.9,Customer Visit,0 days 01:01:00
914,2016-11-06 19:04:00,2016-11-06 19:12:00,Business,Downtown,West Berkeley,1.8,Missing_val,0 days 00:08:00
915,2016-11-06 20:06:00,2016-11-06 20:21:00,Business,West Berkeley,Central,3.3,Missing_val,0 days 00:15:00
916,2016-11-07 12:28:00,2016-11-07 12:57:00,Business,Berkeley,San Francisco,11.8,Between Offices,0 days 00:29:00
917,2016-11-07 19:17:00,2016-11-07 19:57:00,Business,San Francisco,Berkeley,13.2,Between Offices,0 days 00:40:00
918,2016-11-08 10:29:00,2016-11-08 10:57:00,Business,Berkeley,San Francisco,12.2,Between Offices,0 days 00:28:00
919,2016-11-08 12:16:00,2016-11-08 12:49:00,Business,San Francisco,Berkeley,11.3,Meeting,0 days 00:33:00
920,2016-11-08 13:41:00,2016-11-08 14:01:00,Business,Berkeley,Emeryville,3.6,Missing_val,0 days 00:20:00
921,2016-11-08 16:21:00,2016-11-08 16:34:00,Business,Emeryville,Berkeley,3.0,Missing_val,0 days 00:13:00
922,2016-11-09 13:08:00,2016-11-09 13:41:00,Business,Berkeley,San Francisco,11.4,Missing_val,0 days 00:33:00
923,2016-11-09 15:58:00,2016-11-09 16:04:00,Business,NOMA,Downtown,0.9,Missing_val,0 days 00:06:00
924,2016-11-09 17:31:00,2016-11-09 18:03:00,Business,Downtown,Sunnyside,6.2,Missing_val,0 days 00:32:00
925,2016-11-09 18:09:00,2016-11-09 18:14:00,Business,Sunnyside,Ingleside,0.7,Missing_val,0 days 00:05:00
926,2016-11-09 18:21:00,2016-11-09 18:35:00,Business,Ingleside,Potrero Flats,5.5,Meeting,0 days 00:14:00
927,2016-11-09 18:40:00,2016-11-09 19:17:00,Business,San Francisco,Oakland,12.7,Customer Visit,0 days 00:37:00
928,2016-11-09 20:52:00,2016-11-09 21:02:00,Business,Oakland,Berkeley,2.6,Missing_val,0 days 00:10:00
929,2016-11-09 21:56:00,2016-11-09 22:02:00,Business,Central,Central,1.1,Missing_val,0 days 00:06:00
930,2016-11-10 09:46:00,2016-11-10 10:15:00,Business,Berkeley,San Francisco,12.6,Temporary Site,0 days 00:29:00
931,2016-11-10 10:20:00,2016-11-10 10:31:00,Business,Tenderloin,SOMISSPO,1.2,Missing_val,0 days 00:11:00
932,2016-11-10 14:57:00,2016-11-10 15:07:00,Business,SOMISSPO,Tenderloin,1.1,Missing_val,0 days 00:10:00
933,2016-11-10 15:17:00,2016-11-10 15:22:00,Business,San Francisco,Oakland,9.9,Temporary Site,0 days 00:05:00
934,2016-11-10 15:30:00,2016-11-10 15:53:00,Business,Oakland,Berkeley,6.0,Meeting,0 days 00:23:00
935,2016-11-10 19:18:00,2016-11-10 19:21:00,Business,West Berkeley,Central,0.8,Missing_val,0 days 00:03:00
936,2016-11-11 09:35:00,2016-11-11 10:23:00,Business,Berkeley,Menlo Park,45.9,Customer Visit,0 days 00:48:00
937,2016-11-11 12:58:00,2016-11-11 13:13:00,Business,Menlo Park,Palo Alto,4.0,Missing_val,0 days 00:15:00
938,2016-11-11 14:20:00,2016-11-11 14:32:00,Business,Palo Alto,Menlo Park,2.5,Missing_val,0 days 00:12:00
939,2016-11-11 14:39:00,2016-11-11 15:46:00,Business,Menlo Park,Berkeley,36.6,Customer Visit,0 days 01:07:00
940,2016-11-11 18:30:00,2016-11-11 18:43:00,Business,Central,College Avenue,2.9,Missing_val,0 days 00:13:00
941,2016-11-11 21:08:00,2016-11-11 21:18:00,Business,College Avenue,Central,2.6,Missing_val,0 days 00:10:00
942,2016-11-12 10:32:00,2016-11-12 10:52:00,Business,Central,South,2.3,Missing_val,0 days 00:20:00
943,2016-11-12 10:55:00,2016-11-12 11:25:00,Business,South,Downtown,6.4,Missing_val,0 days 00:30:00
944,2016-11-12 13:07:00,2016-11-12 13:15:00,Business,Downtown,Central,1.4,Missing_val,0 days 00:08:00
945,2016-11-12 13:46:00,2016-11-12 13:50:00,Business,Central,West Berkeley,0.6,Missing_val,0 days 00:04:00
946,2016-11-12 14:22:00,2016-11-12 14:53:00,Business,West Berkeley,South,5.9,Meeting,0 days 00:31:00
947,2016-11-12 15:14:00,2016-11-12 15:21:00,Business,South,Southwest Berkeley,0.8,Missing_val,0 days 00:07:00
948,2016-11-12 15:25:00,2016-11-12 15:36:00,Business,Berkeley,Emeryville,1.3,Missing_val,0 days 00:11:00
949,2016-11-12 15:40:00,2016-11-12 15:59:00,Business,Emeryville,Berkeley,3.7,Errand/Supplies,0 days 00:19:00
950,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Central,Central,2.3,Missing_val,0 days 00:19:19.571428571
951,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Central,Central,2.6,Missing_val,0 days 00:19:19.571428571
952,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Central,Southside,1.9,Missing_val,0 days 00:19:19.571428571
953,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Southside,West Berkeley,2.1,Missing_val,0 days 00:19:19.571428571
954,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,West Berkeley,Southside,4.0,Meeting,0 days 00:19:19.571428571
955,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Southside,South Berkeley,0.9,Missing_val,0 days 00:19:19.571428571
956,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,South Berkeley,Southside,0.9,Missing_val,0 days 00:19:19.571428571
957,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Southside,Central,2.4,Missing_val,0 days 00:19:19.571428571
958,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Central,Southside,1.9,Missing_val,0 days 00:19:19.571428571
959,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Southside,Central,1.9,Missing_val,0 days 00:19:19.571428571
960,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Berkeley,Mountain View,44.6,Customer Visit,0 days 00:19:19.571428571
961,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Mountain View,Berkeley,43.6,Customer Visit,0 days 00:19:19.571428571
962,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Berkeley,Emeryville,2.5,Missing_val,0 days 00:19:19.571428571
963,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Emeryville,Berkeley,3.7,Errand/Supplies,0 days 00:19:19.571428571
964,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Berkeley,Oakland,5.1,Missing_val,0 days 00:19:19.571428571
965,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Oakland,San Francisco,9.7,Temporary Site,0 days 00:19:19.571428571
966,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,San Francisco,Berkeley,11.8,Temporary Site,0 days 00:19:19.571428571
967,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Berkeley,El Cerrito,2.3,Temporary Site,0 days 00:19:19.571428571
968,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,El Cerrito,Berkeley,3.1,Meal/Entertain,0 days 00:19:19.571428571
969,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Berkeley,Oakland,16.3,Customer Visit,0 days 00:19:19.571428571
970,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Cary,Morrisville,3.1,Meal/Entertain,0 days 00:19:19.571428571
971,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Morrisville,Cary,5.2,Meal/Entertain,0 days 00:19:19.571428571
972,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Krendle Woods,Whitebridge,6.1,Meeting,0 days 00:19:19.571428571
973,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Cary,Durham,10.3,Meeting,0 days 00:19:19.571428571
974,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Durham,Cary,10.5,Meeting,0 days 00:19:19.571428571
975,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Cary,Cary,1.5,Missing_val,0 days 00:19:19.571428571
976,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Cary,Cary,1.8,Missing_val,0 days 00:19:19.571428571
977,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Cary,Apex,5.4,Errand/Supplies,0 days 00:19:19.571428571
978,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Apex,Cary,5.4,Customer Visit,0 days 00:19:19.571428571
979,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Cary,Cary,39.2,Between Offices,0 days 00:19:19.571428571
980,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Cary,Cary,6.4,Customer Visit,0 days 00:19:19.571428571
981,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Cary,Cary,2.7,Meeting,0 days 00:19:19.571428571
982,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Cary,Cary,18.5,Errand/Supplies,0 days 00:19:19.571428571
983,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Cary,Cary,2.5,Meal/Entertain,0 days 00:19:19.571428571
984,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Cary,Cary,2.1,Meal/Entertain,0 days 00:19:19.571428571
985,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Cary,Unknown Location,6.7,Errand/Supplies,0 days 00:19:19.571428571
986,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Unknown Location,Morrisville,3.5,Meal/Entertain,0 days 00:19:19.571428571
987,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Morrisville,Cary,3.4,Errand/Supplies,0 days 00:19:19.571428571
988,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Cary,Cary,5.5,Meeting,0 days 00:19:19.571428571
989,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Cary,Cary,4.1,Meeting,0 days 00:19:19.571428571
990,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Cary,Cary,12.7,Customer Visit,0 days 00:19:19.571428571
991,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Cary,Morrisville,3.0,Meal/Entertain,0 days 00:19:19.571428571
992,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Morrisville,Cary,3.5,Customer Visit,0 days 00:19:19.571428571
993,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Cary,Cary,5.9,Meal/Entertain,0 days 00:19:19.571428571
994,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Cary,Cary,1.9,Missing_val,0 days 00:19:19.571428571
995,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Cary,Cary,3.3,Missing_val,0 days 00:19:19.571428571
996,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Cary,Cary,1.3,Missing_val,0 days 00:19:19.571428571
997,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Cary,Durham,10.3,Meeting,0 days 00:19:19.571428571
998,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Durham,Cary,11.1,Meeting,0 days 00:19:19.571428571
999,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Cary,Cary,1.4,Missing_val,0 days 00:19:19.571428571
1000,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Cary,Apex,5.1,Meeting,0 days 00:19:19.571428571
1001,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Apex,Holly Springs,9.0,Meeting,0 days 00:19:19.571428571
1002,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Holly Springs,Cary,13.3,Between Offices,0 days 00:19:19.571428571
1003,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Cary,Cary,2.5,Errand/Supplies,0 days 00:19:19.571428571
1004,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Cary,Morrisville,3.3,Meal/Entertain,0 days 00:19:19.571428571
1005,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Morrisville,Cary,2.9,Missing_val,0 days 00:19:19.571428571
1006,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Cary,Raleigh,8.5,Customer Visit,0 days 00:19:19.571428571
1007,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Raleigh,Morrisville,6.7,Temporary Site,0 days 00:19:19.571428571
1008,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Morrisville,Cary,3.1,Missing_val,0 days 00:19:19.571428571
1009,2016-12-01 07:44:00,2016-12-01 07:59:00,Business,Cary,Cary,5.5,Meeting,0 days 00:15:00
1010,2016-12-01 08:37:00,2016-12-01 08:53:00,Business,Cary,Cary,5.5,Errand/Supplies,0 days 00:16:00
1011,2016-12-01 18:00:00,2016-12-01 18:12:00,Business,Cary,Morrisville,2.9,Meal/Entertain,0 days 00:12:00
1012,2016-12-01 20:36:00,2016-12-01 20:46:00,Business,Morrisville,Cary,2.9,Customer Visit,0 days 00:10:00
1013,2016-12-02 12:12:00,2016-12-02 12:23:00,Business,Cary,Apex,5.1,Meal/Entertain,0 days 00:11:00
1014,2016-12-02 13:07:00,2016-12-02 13:22:00,Business,Apex,Cary,5.3,Customer Visit,0 days 00:15:00
1015,2016-12-02 20:41:00,2016-12-02 20:48:00,Business,Cary,Morrisville,3.3,Meal/Entertain,0 days 00:07:00
1016,2016-12-02 22:59:00,2016-12-02 23:07:00,Business,Morrisville,Cary,3.0,Customer Visit,0 days 00:08:00
1017,2016-12-03 18:35:00,2016-12-03 18:56:00,Business,Cary,Wake Co.,6.6,Errand/Supplies,0 days 00:21:00
1018,2016-12-03 19:08:00,2016-12-03 19:15:00,Business,Wake Co.,Morrisville,1.8,Missing_val,0 days 00:07:00
1019,2016-12-03 20:31:00,2016-12-03 20:41:00,Business,Morrisville,Cary,3.0,Customer Visit,0 days 00:10:00
1020,2016-12-04 18:56:00,2016-12-04 19:03:00,Business,Cary,Morrisville,2.9,Meal/Entertain,0 days 00:07:00
1021,2016-12-04 20:23:00,2016-12-04 20:34:00,Business,Morrisville,Cary,3.4,Customer Visit,0 days 00:11:00
1022,2016-12-05 18:04:00,2016-12-05 18:17:00,Business,Cary,Cary,4.1,Missing_val,0 days 00:13:00
1023,2016-12-05 19:22:00,2016-12-05 19:37:00,Business,Cary,Cary,3.8,Meal/Entertain,0 days 00:15:00
1024,2016-12-07 12:03:00,2016-12-07 12:32:00,Business,Cary,Cary,6.6,Meeting,0 days 00:29:00
1025,2016-12-07 12:35:00,2016-12-07 12:46:00,Business,Cary,Cary,4.0,Meeting,0 days 00:11:00
1026,2016-12-07 19:53:00,2016-12-07 20:13:00,Business,Cary,Cary,7.0,Customer Visit,0 days 00:20:00
1027,2016-12-07 21:13:00,2016-12-07 21:50:00,Business,Cary,Cary,6.9,Meal/Entertain,0 days 00:37:00
1028,2016-12-08 14:19:00,2016-12-08 14:32:00,Business,Cary,Cary,3.4,Errand/Supplies,0 days 00:13:00
1029,2016-12-08 14:53:00,2016-12-08 15:02:00,Business,Cary,Cary,3.4,Errand/Supplies,0 days 00:09:00
1030,2016-12-08 19:22:00,2016-12-08 19:27:00,Business,Cary,Cary,2.0,Meeting,0 days 00:05:00
1031,2016-12-08 21:26:00,2016-12-08 21:31:00,Business,Cary,Cary,2.0,Errand/Supplies,0 days 00:05:00
1032,2016-12-09 12:09:00,2016-12-09 12:24:00,Business,Cary,Apex,5.1,Errand/Supplies,0 days 00:15:00
1033,2016-12-09 13:15:00,2016-12-09 13:43:00,Business,Apex,Cary,8.8,Temporary Site,0 days 00:28:00
1034,2016-12-09 20:11:00,2016-12-09 20:34:00,Business,Cary,Cary,5.6,Meeting,0 days 00:23:00
1035,2016-12-09 22:03:00,2016-12-09 22:57:00,Business,Cary,Cary,18.9,Customer Visit,0 days 00:54:00
1036,2016-12-10 12:43:00,2016-12-10 13:16:00,Business,Cary,Fuquay-Varina,15.6,Meeting,0 days 00:33:00
1037,2016-12-10 14:42:00,2016-12-10 15:18:00,Business,Fuquay-Varina,Cary,15.6,Errand/Supplies,0 days 00:36:00
1038,2016-12-10 18:17:00,2016-12-10 18:27:00,Business,Cary,Morrisville,3.0,Meal/Entertain,0 days 00:10:00
1039,2016-12-10 22:09:00,2016-12-10 22:21:00,Business,Morrisville,Cary,3.1,Customer Visit,0 days 00:12:00
1040,2016-12-11 16:06:00,2016-12-11 16:16:00,Business,Cary,Morrisville,3.0,Meal/Entertain,0 days 00:10:00
1041,2016-12-11 19:05:00,2016-12-11 19:15:00,Business,Morrisville,Cary,4.8,Errand/Supplies,0 days 00:10:00
1042,2016-12-11 21:48:00,2016-12-11 21:56:00,Business,Cary,Cary,2.1,Errand/Supplies,0 days 00:08:00
1043,2016-12-12 13:22:00,2016-12-12 13:32:00,Business,Cary,Cary,3.1,Errand/Supplies,0 days 00:10:00
1044,2016-12-12 13:36:00,2016-12-12 13:51:00,Business,Cary,Apex,4.4,Meal/Entertain,0 days 00:15:00
1045,2016-12-12 14:26:00,2016-12-12 14:39:00,Business,Apex,Cary,4.7,Customer Visit,0 days 00:13:00
1046,2016-12-12 17:51:00,2016-12-12 18:01:00,Business,Cary,Morrisville,3.0,Meal/Entertain,0 days 00:10:00
1047,2016-12-12 20:48:00,2016-12-12 20:57:00,Business,Morrisville,Cary,3.0,Customer Visit,0 days 00:09:00
1048,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Cary,Cary,4.2,Errand/Supplies,0 days 00:19:19.571428571
1049,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Cary,Cary,4.1,Meal/Entertain,0 days 00:19:19.571428571
1050,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Cary,Cary,3.4,Missing_val,0 days 00:19:19.571428571
1051,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Cary,Cary,3.3,Missing_val,0 days 00:19:19.571428571
1052,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Cary,Morrisville,3.0,Meal/Entertain,0 days 00:19:19.571428571
1053,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Morrisville,Cary,3.1,Customer Visit,0 days 00:19:19.571428571
1054,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Cary,Morrisville,10.6,Meeting,0 days 00:19:19.571428571
1055,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Unknown Location,Unknown Location,4.8,Airport/Travel,0 days 00:19:19.571428571
1056,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Unknown Location,Unknown Location,5.3,Temporary Site,0 days 00:19:19.571428571
1057,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Unknown Location,Unknown Location,4.9,Errand/Supplies,0 days 00:19:19.571428571
1058,2025-01-01 00:00:00,2025-01-01 01:00:00,Business,Unknown Location,Unknown Location,10.2,Errand/Supplies,0 days 00:19:19.571428571
